Tiền và các khoản tương đương tiền,Đầu tư tài chính,Các khoản phải thu,Hàng tồn kho,Tài sản cố định,Bất động sản đầu tư,XDCB dở dang,Tài sản khác,Nợ phải trả,Vốn chủ sở hữu,Doanh thu kế hoạch năm kế hoạch,Lợi nhuận kế hoạch năm kế hoạch,Tổng nhu cầu vốn,Nguồn vốn cần vay,Thời gian sử dụng hạn mức (năm),Phần trăm chấp nhận cho vay
919063327.6840218,1362166745.3011162,2047734998.287321,43995772.45215564,2817474724.182395,2324399508.2662144,1974857192.6235821,919221781.8227754,7481170579.983508,389049301.47091687,8479054414.42339,4078365494.1771817,2388337652.137553,1533153175.5150008,3,1
853051035.3769982,1144211965.3376396,1410900756.550382,638790354.9329768,5033117021.892941,1007317987.7104317,1644290396.8256707,419739238.22423303,4172509990.117271,7468734146.207686,1094716872.114272,4258868305.13567,2215531284.481592,3705597236.769514,5,1
251116200.81494057,1577264770.6855807,1991808052.552388,2398149768.7490487,4769043924.946046,1792075820.8473692,1605260203.6510553,772120019.7365505,3027082037.9072065,6654869273.372506,8496887189.199822,1761080062.4131258,6977973120.755573,3901852908.819778,3,0
601699080.3550111,849058748.4854984,1151826754.3465428,277349814.0945126,4612479804.226172,3391633719.9864135,1688175833.2979453,714120122.8757421,5521596531.157702,498663204.7818875,5196091455.341078,1722402883.412696,3172342129.580355,1537026795.4890103,2,1
590995039.8306016,840476055.9572505,897131204.4022987,2242089501.2099934,4680430605.56849,4865236857.999753,1731451630.3422983,441794054.89586794,5841385951.215324,1326250185.2722461,2663671193.6152997,4568598545.005457,4555913314.227218,4882520094.330105,4,1
296929910.3883924,1494471099.2829351,1468250641.6257079,47554578.56598036,53627928.953504406,3479743975.9815025,657457677.5817586,384268063.6028991,7299034045.835812,8995804732.59464,7837156837.186505,1989311834.690445,7092956601.618221,2607638974.858729,5,1
239204770.78970274,1294582155.768919,2687406089.875056,2195986922.107866,2454269049.504765,4426525263.236322,651299106.2592893,881947893.8462276,8108950378.771129,5863836405.150102,548781476.4734644,3535492470.5145416,8434975865.8429985,1128457942.8207948,2,0
393099238.97031003,1558415085.7766683,2031059094.4114075,757707027.2100637,3906259978.4181,753348155.1840019,679532898.3317624,208715801.84209064,8015113919.0046835,7207868651.187371,2938567643.802801,1892196162.7494133,4890105158.224807,3887224268.6942425,5,1
789675706.801385,1775455811.5794442,1842738723.6030078,1326912177.9321532,1188917225.7966619,923330239.8190185,1638904497.7849007,321914570.02706367,5659180623.594434,3509854759.0349383,6797575866.014267,3657749173.8445196,5042142079.391533,3815679330.0884953,1,0
195756466.3448,534177630.57070166,2165198368.3325615,2929751191.4563336,6755021920.465351,4386307029.3645935,1596652895.4705114,974609596.5393654,4742301874.874935,4673855121.298603,7466456475.046685,872130528.5044141,953209641.073357,2098775670.2376657,2,0
448494821.4303301,636921383.8151265,2192752798.999562,1659688045.2214189,7629638826.539301,3045461263.3512216,43636568.17787738,280978961.1553208,7220929487.343241,5586537166.930616,1590731195.8182914,4180248001.822816,4499429628.762793,3310130661.315396,4,0
484290055.7109253,1058631975.8605576,898337325.0925449,233124748.3678997,7369061081.606823,3964754525.8063307,1898862989.339936,873114049.5948658,2795767272.4054594,7258064853.566713,8481747639.684783,4915881823.421862,6209553646.579126,157546871.09259135,5,1
939429100.1555011,1861601053.7078953,713558134.8580492,2620663689.1381717,4163748845.977808,1129841844.3190992,578276246.9502192,374570645.03139937,6833482736.023662,3063379531.6162534,578130391.6180505,3830033894.6698813,1782562168.3551912,1491587933.9276478,4,0
307004848.9651661,1671028920.6293933,1537212963.0428765,977765288.113869,6231781751.381545,1756002975.013079,1256018916.5695007,553447612.4424939,4579621218.435143,6056919884.87875,3958638321.022524,1798827509.6292627,1090228144.9398963,4413292491.693275,4,0
24548339.824690647,942206981.322121,460553261.1464037,1760206517.6037776,738131032.8815532,423551947.90844804,1283430739.7463648,401350543.32172936,1156675295.1833904,6985407159.37395,967282166.2741257,2778243335.9161716,7783692640.835559,1198954838.7153928,1,0
695262586.3298315,1150506586.6538506,1434727108.9297156,2138198269.4605603,1834597159.3762233,4480015536.678642,235634512.2873966,225195253.26917598,6788157800.222593,7250090433.083682,969509973.0725551,3349653235.7176657,1122401375.4358907,4532651453.621679,3,0
757012544.8902954,1427497146.026034,2085274890.5775301,2334764480.69209,470106212.0087836,4782650014.747242,1394541348.4855971,692650332.6400448,5853805926.400842,4503185549.963307,8233697749.6993885,968397887.0021572,8226378751.23681,2920388005.6215844,2,0
704517229.4685701,1050133369.5371559,42082289.845903754,1303161161.8161256,8690689984.875721,4290169960.765692,1071822125.3639069,966777150.0182173,787693974.2386165,4270807053.380684,8145288886.297841,1418096315.6831522,2535540782.7764473,4519410960.636101,3,0
702235286.2815825,205912954.64875272,351219415.51475906,2321531907.823268,5190097226.363709,2197157964.5731463,1225701728.5037518,893346859.2345201,4080799652.157515,958704820.1439676,5575799346.624905,4009845026.4669323,3036676653.8169637,697812139.8959317,3,0
485811277.9368484,711946206.9956483,2887218082.8112664,359513951.46357965,1618398175.5053298,1718850861.4907117,899381549.5511073,985350303.6355364,4404127700.863826,4489571046.124763,8699969641.764753,4726699284.349064,4777658512.163083,2346447493.8748684,1,0
23567500.458298445,104748424.97878458,2785267066.9975915,1581749834.7790184,6382531824.683401,2323751855.810869,1610681542.8217297,692671359.7393346,5898933285.465226,6323362228.255001,4470374219.9280815,1365054630.2690244,1774123017.5813162,1517472495.398707,4,0
731268385.4701821,1343032059.097225,1265391191.8985825,75437527.7007809,4427702735.938055,3195335164.9760284,1273969689.2135272,39305847.12228958,6122468786.621998,8286880124.544921,7067414033.812546,742178000.4107689,6228125697.852975,4440263127.0686035,4,0
936837588.1055329,680876330.7711959,1778297791.8710077,1224750516.8548625,3936605791.857582,2168906571.4284234,393926547.9009059,556299481.7448483,1755209627.3962831,1144292275.0742376,965697441.1724102,4908200898.555012,4762641473.652158,1740717636.9603977,2,1
161599423.7576888,1479341760.6305861,482771460.6020369,1100651304.1379933,8225405974.198501,2119668985.4250562,1507923346.8369453,624402716.8449279,351605763.74656475,8720590008.659351,3620995668.099673,1603243092.7958908,8520404945.9827385,2962891475.2042246,1,0
72574687.78814946,865123226.5943882,1006415726.5360744,2934616523.8440847,6388444443.511208,2166574685.0412507,1010099148.7445055,124543069.58175701,7156952888.347014,2121970027.3743734,4684318125.369449,3893482620.8919144,8209832191.2718115,4146829606.258284,5,0
268879262.12738246,100720771.3386785,2382937892.04501,1199567351.2529855,6231395320.497886,3727994370.4143767,84176695.09161334,829284803.927151,8835272406.016369,1599275999.0187864,7025531261.003826,1898160823.977895,6950447269.561191,1183664081.7283833,4,0
850544883.5491376,765435912.1374248,2570780392.1221824,2722205599.574815,920912867.2664016,3938218533.85501,795739512.9186662,731430272.9283277,8469151784.10471,1048368756.5309566,3076884433.9899673,4745645142.390928,1744833854.1250703,276416035.74090815,2,0
110616441.99783134,445202172.6107852,1227770657.4034023,1311546377.5918777,873656736.0247725,4355280844.973341,809437253.1105918,451186930.46012527,4532157029.202893,8911425231.875807,8824993458.470718,2999683942.6675444,2002746691.2750072,2495991638.177878,5,0
716592558.6708063,436438594.082537,946937019.1104977,1604829536.8525367,5996677937.907247,1230076624.6508276,1604852713.1271248,295534775.41877216,4783949111.948139,5057946243.765396,6639987563.860378,2078495356.7422519,2489416010.3255067,3434143010.180157,3,0
67632697.01694477,761443573.4083122,2051412056.984965,1058641215.6685797,1450590272.6482306,804373688.7951494,475593719.8927942,225696795.76036477,8378654331.759059,2449987805.4350753,4843414382.221103,895773856.5461286,7523884761.932545,3610347454.424001,1,0
37625070.00443594,1956869357.5597146,2159351407.263609,1923646475.9426408,4106618541.9724536,1738737021.5445464,910545063.7613631,964624608.6396483,4920109673.808144,2871457013.0165863,3043807886.0695176,1281627161.8199306,5866715339.995802,2115121279.4662867,5,0
891845366.675943,1920537818.303218,2951744943.9114213,2219969725.898825,5149755510.334184,2113831057.5882163,118269545.79654658,803065185.525383,2535101009.765028,8553435169.276048,5814233043.874798,4285562075.280037,1662663941.3954551,439166195.16133606,4,1
771707431.8010095,1608873915.1777873,2098039847.9775653,2375269505.2190924,3523410979.193651,3515300940.295944,1764065216.7431436,694917320.9278494,6114437956.945816,8101716810.450678,6090261029.306995,289447156.85746074,4178496432.820416,2045581847.4089031,2,0
600592123.7390981,498479828.080719,735691692.3592227,2084879241.8487995,812133872.4768963,3794493560.581141,893211340.6397308,948638282.7492383,4320924568.092558,3162852566.028219,6144719974.73952,788430384.0392323,8776612727.786503,653853762.2143831,2,1
176135277.5058504,1530218915.9617195,198754055.84888056,996543197.4507116,6702989846.851268,4921081276.875802,1714620763.8758373,207487318.51819152,7075753569.834711,590997378.253615,5317173215.752952,967182280.0285666,6617031955.355309,407486099.3560551,1,0
282454381.21193624,40573262.58479105,787663509.5199512,998481679.2386657,7971036186.807676,1903548691.4381359,1357701378.3572235,858320164.6620672,7060595625.701202,7505031215.685047,3664309310.728351,358045077.0847439,8415143128.260288,1552004400.2367947,3,0
53361468.37410999,122134622.6433747,695424819.8081956,1050244386.7231296,1497065755.9951386,2024548748.347466,646507706.7904328,585528851.6548606,8426830607.149983,8231510679.627619,7368230869.699743,3429771293.7806163,7298655880.227273,3897238635.259026,4,0
647136038.602821,1673108204.3193245,296646159.1218471,123115901.41422926,7694227116.08955,2719558271.452625,1428286595.149571,933384149.9043782,1283491937.2551956,7541049201.210472,2398637540.4760427,4906453024.195708,6553029412.305078,3853305469.339074,3,1
687655391.4206725,1132830837.1030457,1344274989.2927332,2829725388.1145234,7108828765.136993,4105270679.5695367,943011337.0469422,662306928.8178777,4715902830.265681,8218553918.495204,5665941735.370165,700302875.8733974,7486286254.933018,3059782562.527343,1,0
330174717.9909982,752882273.3097996,878654587.6557205,595218446.3419385,5096549453.288157,3311451363.825443,689056896.3067552,742825642.1151551,7083455285.170404,5191600238.224616,4297878944.5928545,3995668376.2258897,6263872181.509453,4139886270.306064,1,0
341724235.36849993,1483512136.134604,2776769891.3599215,486034098.5633036,5385098018.095063,2871843936.412446,1339176560.8918245,226145835.4101429,3941830755.4300838,7560136527.710531,8046255736.591707,886644456.3017585,5149563886.840209,2529075489.708723,3,0
630832758.2380517,237582337.63175318,1223651051.1431336,1661539863.727557,5881534600.876146,3247647375.6138844,1550928884.9105678,348271034.1887948,5660611021.755953,8496328863.334159,5355938534.745088,4869034039.482212,6649386671.002787,1255050213.906675,5,0
945936439.612714,580506057.8727947,2632317500.895185,151772418.13177693,4746615109.150265,2332962951.9590387,1380338641.144888,305794115.8903615,7362433937.133937,8011331056.403147,7715471173.362034,2537720555.9279466,2142235371.8016388,2871356974.152584,5,0
397735879.1265522,1457941038.8336504,934061539.9146924,2515151517.9372644,7606867441.506857,3800086773.9330378,931091859.8480234,695675219.8557972,4286630182.4039936,5292841848.642028,8584515512.394724,4238342906.1139693,4464106946.357828,4620067031.414842,1,0
496122433.5417821,422265957.6382262,2497841964.4194555,2629839656.3036475,4293183046.1014814,394972641.0484236,526023768.9928405,414117568.4839062,3704120793.799545,6723848559.550738,1230514767.9322646,856926940.6983283,8567373719.651083,228839908.69892284,5,1
699784590.9452792,1205278835.449183,1374453369.6211107,1199451442.9086447,4946121494.1051,2554939401.7477527,1622687749.5120494,860678059.4331977,1665984766.0763185,6497300524.5805,5041212782.973713,4426856985.710936,7296650590.239104,4826049613.506818,5,0
345609350.70402145,900849868.4518409,116427432.40483443,2914541832.194013,379050360.64628977,4036756702.4186964,699828349.0705838,216518611.00394478,7429721480.390611,7230622421.94974,7967384505.384025,412787788.3999642,8344072835.625611,3734369918.391487,2,0
869514029.1521863,412704010.00356287,1471121221.816108,979529236.42718,1661623566.5317502,1526545005.8993793,1229781184.0406363,796689206.5043256,7172221616.2675495,2075070686.375592,7861455917.913862,119346622.3977891,8710291044.042328,3446896717.3876357,3,0
846950643.107672,1777881592.5160139,695769201.0925652,788106012.4922767,8138812982.462884,4220211882.7435746,239543862.3554619,814176547.7891204,6701196504.882732,39559408.85738981,1843592937.0377324,3546257676.6962767,5325772672.839155,3088477854.954181,2,0
675911567.686727,876699842.9420263,936177658.4879149,2969170686.4853907,1138070254.2555118,3918504555.721993,1483153470.6295264,629739264.0423331,3570177780.52159,4598898366.200356,4384166251.109736,537072916.5729309,1845964725.7706168,1325797850.2916944,2,1
539238981.4114347,1201691551.458799,2059385059.033942,758412486.8375436,8141242823.073735,2911732348.1843295,1906296552.41871,152568593.01245594,5269556348.851971,6894646691.085605,2085559029.3733406,4329680765.116983,6695346457.9219885,4434429793.707157,1,1
983603321.6655936,513544894.41669,1597923876.4572694,1338314803.953131,5741522625.710079,1275699920.9575474,904083711.8608946,330085422.0396751,1159681705.0792308,1143599351.9925542,8081677270.047036,3108264638.6364546,165248968.6840824,4858732226.417776,1,0
703868617.29965,700141860.4984566,2668065248.4009805,1839485317.673589,8285107389.113599,4308149594.2653475,1101231796.4478376,400752850.2248103,2909693587.7837315,4804429370.904295,128741152.64001745,1658253307.4175558,893359293.9260824,4624461612.810822,1,0
645010471.5229605,107477838.7075896,2809144877.8483057,974365073.4261168,7338037562.385892,169245000.82376882,1799984970.846457,468121739.03511864,3947966294.2760262,2843392677.253489,2043759782.036867,1389987617.6607046,2646418355.1848497,588625898.103921,2,0
877433850.6206808,971596521.9039404,2079052992.6690247,1158808546.08778,7794286969.027742,2970715916.349158,1592643433.7301848,738082144.6601951,439676222.8110966,7547397333.836148,3740402432.0570097,414230539.3796117,235167599.89677757,3695736136.1583953,4,0
557215720.768565,696243686.9048312,2593335531.856723,2165069390.959827,4743226989.316968,3917172042.533955,1924937317.132948,341680731.71388656,977109217.1708822,920281095.1882681,2068115630.6413705,3435151022.9212937,6181843555.95819,2805444284.563432,2,0
246708939.04271296,665513504.4308984,601321688.2339478,2171845058.7793956,7436419829.886475,2437306312.793878,539469242.7860632,23126672.11712875,7476034261.847871,7634088499.525804,8764873796.838318,4585552876.803075,7367601029.592024,3952267893.689182,2,0
142083421.63198093,1780987148.8096983,256237944.3489457,2412819279.196645,4171723453.3357697,532223506.1968059,945286125.0436578,866748304.4822394,8742274986.858046,5504689487.625261,2271836691.054482,3785075904.9494395,6808540545.184419,1793817656.945501,2,1
473676986.9270208,1410701097.448532,1012247943.0050993,1785168204.290785,445347696.9710469,4173228263.2514796,916729805.145243,435165139.35082805,2931811969.122024,8276613249.895746,3324602946.2861266,3098875268.5249815,1385877662.434338,4786993630.221658,5,0
518075885.2684064,920006157.7310724,990634562.4099438,708236332.4207188,5879656633.626996,4547258594.149928,951472689.3116618,286471909.1337465,1005328760.7536466,8421927581.723379,1649237662.4923952,597947646.7538267,7254758897.528763,1597410981.9883726,5,1
828555765.8260906,398748902.4587598,2001975703.4630141,1005997018.152295,6569656280.605371,2825282273.5135407,1827120280.1358082,820089912.6881312,8421761477.730446,7283718886.865376,8347357736.873535,4139008442.571242,7473561453.293058,3702993971.0004907,1,0
143777135.24493158,1946770294.8678164,2524272086.518501,2703113135.38357,958861111.2292954,3940030172.446985,418974824.9126899,879451155.6853064,8233088345.606281,4780389189.612226,3760360917.8720727,4827092651.0750265,959101005.4307942,2543860813.363399,2,0
682824072.8600055,158782928.3421293,904709382.6068212,2203847887.064349,7352367245.633676,3061359638.116551,1790845827.2911932,732383648.328607,5909194309.977696,1300179772.297034,2430447567.5214324,1317772503.7180886,4482244685.448338,3103582528.689585,2,0
307606300.15023977,280851010.0177251,1285823541.9563105,273204847.67194223,722805357.1978875,2874949089.930967,1146542327.304313,357544379.9500072,3080386522.148854,2044306416.4759548,2290458272.808769,2104714703.8107169,6224313907.991519,622553386.1335161,1,0
939335093.5985252,547939863.1281576,332766974.51820827,2263313232.968543,4002446359.747991,671244553.5768068,1078316672.7562556,234928309.5111108,1057503831.7741151,3771411779.4376774,5311982385.444933,75185213.4910715,3719498737.281192,3073645993.1241565,3,0
473069243.3713296,1909511427.0979302,1249968001.150766,998666309.3313632,4416917286.49448,2195227213.002054,838834654.7569815,714235700.2501436,8458465349.727434,6566612314.272741,8801043664.517622,4160363962.6931567,8014467692.931204,2839498270.8783293,4,0
624286228.5262401,564975389.541546,658937941.742515,79448684.51249504,378974336.21881413,3400392873.519493,1083891688.779554,62172085.058228865,8287405809.920335,4912791042.6712675,8770131585.542934,108624307.13368912,4809360000.159139,3608686313.8678513,4,0
651857649.0231149,987938380.7472522,1159717037.725175,1456358152.7213507,638950776.1775615,2283325648.269278,1608547574.9557908,394097941.6107833,6701659042.972065,3955952848.6792097,8836958824.603985,2435109062.771373,1186865278.4686177,1474133297.538103,3,0
95550049.83026372,1524717810.8704245,813714834.3515667,2651354640.9477673,4083265276.2131624,3096467427.6815815,989545855.9164791,760011348.250313,8408282384.010806,4308258565.185549,3541124197.7790456,2884464997.1206336,4820864200.120142,4169806871.074843,1,1
852934087.1583353,1859079411.0951612,2430014013.6552835,1338604692.3949933,2835756351.210614,4476147242.183806,1554285162.849819,587146790.8112695,1300855869.848127,6678549384.11074,8238330705.235317,282431896.3086627,5239210356.342219,4729113659.937234,3,0
168415237.82376012,1214129118.4457233,32106809.320036363,2966512581.967044,7352374500.433776,1843783725.7489629,839107323.3558728,735183582.4519569,1027786212.431944,328520783.35577136,4055075735.568551,882461148.4122986,8587306348.473358,4415998700.514602,4,1
400432031.3225602,774712031.4783775,1029350620.0097442,542448725.3102653,3754000543.9083414,4145863398.1449466,373962792.618087,575051727.5035578,1768761529.8003767,3994825814.471704,4644046395.043129,3955215704.6226335,3855695701.5854893,1987194008.8362982,3,0
674200868.1734468,1971162213.62011,2908322208.655979,1059183221.4675308,994467324.8509854,164645016.40181905,835178707.515388,243489031.89294803,1978656536.045174,5162874338.807184,4727109925.3365965,1266405770.8055248,8047990505.776591,3822916628.151068,2,0
59943801.60313629,62063624.03677326,2043398236.6377823,59690244.565047465,1463012767.5328221,4266258131.042443,1449454722.1128182,485798848.86330575,7453163645.843485,5306645985.931296,665968088.5692062,3624987213.534146,2947734874.162797,1856894420.4229631,5,1
582521729.9391265,1666024601.2285855,2321058349.1426077,160558165.5705594,6077583737.942383,551252935.7445979,1704986196.9578497,774196754.5922073,8299527475.873778,5575810200.48462,1675903686.573208,3747190255.1847396,4125502925.202576,4322411683.40975,2,1
412866551.6883168,562085340.5157609,2582423814.2039104,1069407581.5260738,8553084435.016269,1620774804.883622,1545534139.999819,234238986.7092218,1979533596.319222,499975570.38255465,7986235369.751655,2039555277.3079264,6109909014.497827,1908176581.6795864,4,1
68533343.23341209,1636729107.2209325,1098295388.4352367,1589880539.849793,7832895935.880232,2576954660.427868,755164021.8027205,963205559.4580046,4191117981.0717654,5030372224.889137,8077572564.137166,323436691.15269715,7980999214.242326,970906045.8970429,5,1
727759165.4467889,332712087.7505975,216514968.34868506,718911368.8520863,1208974239.831026,3257175001.1921377,1162506196.4600394,206848932.32840982,4117639474.5102725,4963933632.581176,1897741834.4307094,58979188.517183855,6989641915.891714,2470856706.0139084,5,0
503826725.6512097,700168645.9240148,1243856069.7867162,507716535.35410154,196494763.16487908,4766497603.119417,727300800.3728207,19135972.242396697,1641936400.384068,7696587592.600097,2793474971.8911915,2465105591.4417887,1483602042.0420728,718683117.3644783,3,0
306922973.22314906,121382940.45506299,1965065196.8156898,1267813775.9599237,286627020.70462936,1549011208.8796942,1411949398.345969,779180399.9437909,7687457783.5800295,6845492255.221082,7485300005.467727,361914321.5620532,1823908341.357694,2955271670.459067,2,0
88906157.4408245,407248289.6078866,1124958908.9312236,520320048.6847063,5015893307.173147,445036811.79614043,878539876.1130829,928760867.1742765,4726310849.871627,300415467.53118974,1917096077.0817068,3633730119.7262826,707130459.9343777,2903998764.536571,3,1
549736834.4411701,1209556749.412505,1355971283.4837382,1896380978.6239207,4398783968.451613,2305001325.1634665,1532026180.1431947,250409460.6158594,5117836281.030755,5012119968.863177,7939339151.8383,1907215584.8227267,5631162287.941298,2479517183.444115,4,1
309432863.3581502,1525389092.140629,2480001871.9956603,2866314245.3817883,169899531.72929904,1739435639.5387805,35464353.589663416,159281193.50743023,2362930295.2647076,6224678035.217962,7426400347.871591,3418032793.1684103,4018956431.812825,3038464121.514534,5,0
946950810.241306,1823341320.6103024,127986631.69480601,2421564796.796844,561248454.7602394,3008593216.186231,686905559.029636,227809084.68713495,5054468869.175045,5229686191.96851,7287196996.065172,2043767698.5862007,7894942852.651358,4877810818.735078,3,0
593558599.7669967,248174218.15003255,1017468657.3551779,653489212.6519703,8997802420.887262,4615457009.487784,1757662669.1248918,629725241.1210263,7143232058.3093195,6093795573.993147,8036538145.741971,3143538404.331077,8905737050.02924,1947222590.8927703,5,0
288639782.8107717,289739976.0624273,1475470823.0844107,2853894574.9514103,8686224053.594906,3223923366.849854,653854325.7036101,581125437.3046895,2779137077.158852,1067570743.6741412,7993594398.459215,4165924258.4231133,7919161029.287408,2142734550.3550062,2,1
530974959.440503,1878163347.059374,911577363.9033531,2255871927.829443,1184186180.030474,2898510996.6132946,795581102.7525958,623240002.7182119,1063991773.6484294,1539792004.675148,8263150348.385114,4422842622.8820505,514946191.10212725,1406438383.8677518,4,0
541797912.0336242,1534289572.052722,1348571461.713705,473366393.76218975,1518694067.7681258,1245501216.1617877,1583555809.8123112,12695461.045772023,5277159523.897412,5252980367.146025,7927925750.625931,89329791.67022273,8504792948.173419,963050906.0694753,2,0
728127795.66696,1084105397.4694598,1217257733.8792965,1742497735.1342368,8106457591.626978,1338525666.7184727,198285428.68107843,161202147.5510743,5740683769.156385,7210156514.631181,5501608606.880179,3229301033.988928,1016601490.7929181,1481476634.7775989,3,1
902691311.5509819,958683874.7324908,2773248650.33715,2899771146.7339926,4591582739.184116,2191657950.540751,630666127.5403202,247021834.69738978,1858473244.7909539,253380664.8838312,1503753957.5114248,2822852448.5087194,4080124260.891616,1102558500.6757798,3,0
962780653.4440382,323854681.37312967,1489505188.4899807,299306776.7493115,8623884122.765087,4458636071.782643,1551190077.3981862,698600058.5094572,2272326642.274358,3937437355.5610123,5521351128.303776,3187005815.1395655,2746237994.7516513,2190722127.2947016,1,0
719301316.4043585,764809663.3814917,1439439434.8918235,820304874.6420784,4707040768.763568,2905828926.863085,1914464793.014202,610703427.5869735,1419966395.7666285,8928642633.896523,8485683786.830259,295184214.236188,1492360347.1743362,1204902018.5969903,2,1
548183674.6910704,751483494.253735,778374525.5852827,1128534314.4246964,5216155573.06374,2483345880.3379574,1567844394.2924187,625781675.5397351,8296364253.565374,6896396956.128113,8712307532.071342,354131718.5481657,1624013119.602991,2610875172.4291916,4,1
228807426.04052377,1300209524.7574139,158042018.53510863,355626876.8199145,2020216303.966593,2721886654.197989,353100753.0833773,572860776.2540741,1956457435.7080991,4062674802.9358053,6583325721.423967,2487415605.440925,3177922234.6235332,1467235178.4188178,5,0
406014269.5751061,1201820866.9379187,912444751.3382215,904745500.0990565,7890879326.623908,4172235561.657825,1671688224.7704835,745791546.3555837,145211110.8207162,900403037.8880094,6275135904.370406,290288984.1693442,326007315.3836167,2152157121.1573076,1,0
491345045.9354261,128824949.44192013,101080376.433935,2080052397.3850508,7433773373.015208,3395913760.231895,956792265.219846,941986013.3073665,7569367707.916102,3245459471.4605136,8452071852.547869,3883171871.627952,675442264.8292232,689829793.1549063,4,0
132729297.33167538,1698475477.6376526,2483787264.5326247,1436943975.6223865,3069936683.7950025,4638576467.95343,1568180881.1333325,675198545.2126894,7238885827.919999,1406770322.0084445,2692367551.8804226,3863521489.2578936,6457091071.088876,861561762.7353023,2,0
260121787.45491904,1875719982.821104,628777238.963359,1269011600.7900832,5530738560.8977785,2917069598.204092,486315595.34308255,746237509.7484555,4135988005.276925,8288594846.846546,1443735561.0417793,591033633.4349276,5673470797.733853,3089876022.334736,5,0
984530343.2502794,1562614679.429885,2735356716.2626147,1301498383.9529805,3105908986.616823,996222443.1684337,688853830.2167516,610145029.5871176,7184603058.939691,6177086564.613709,2681006644.302281,2278014183.53884,984284057.4547533,2848363797.0661263,4,1
757906601.671601,364984915.7518777,2659791417.7099066,2281360242.325895,4202516095.754479,113254719.40847099,1804258206.1550639,798649001.4388531,4074069489.4152436,7704163709.708074,8545641907.767058,2976929815.950947,3947865456.0932193,897526310.753121,1,0
484596669.4533915,352614975.5286388,2000793711.178254,2973929942.954042,7689283541.940878,1599227256.1393788,1822491563.7006817,943270293.1012937,2059404603.7253203,8079231420.706801,1989537400.6703298,4297931447.489094,5508613045.039101,1509306916.1732416,5,0
229902401.91986412,1454963208.6623132,2590380170.4309855,1770051278.2888963,3768027211.0500364,332425406.108115,577499399.0932999,607078010.817957,3863188286.3950405,5469870718.032,2100167401.6725187,4942207666.023293,969027070.5744328,1146324578.2192934,2,1
575580425.762062,887326555.7114408,2636186804.7164454,2257135067.6289845,7573062201.669105,2047183854.416251,176268670.2627573,185101707.85176682,4407524935.78354,79253421.16568781,1817246972.3912961,91020690.01454134,8750771127.895924,3997411680.1764736,5,0
235715793.72264478,1559819672.306161,2333512222.089945,1123954037.6356466,8643120979.5108,955693046.0043741,1858739731.1404848,771415127.5931695,130580551.61269984,5013527174.239064,4414717096.547078,2384313772.9484673,7651676723.634506,1855815684.0442638,2,0
197143221.9930179,160203232.36068144,1533625239.5500686,2583313805.4571195,3776279393.7995305,2036468052.135993,607804065.9711123,652578974.096149,1064299142.6517013,7226405111.791197,7187857138.256972,4017407506.4149375,2122494942.7485013,2059518329.7605715,3,0
98287599.95616096,1435708615.718058,2851138497.9575233,1266774229.181623,7903910948.684862,2008032296.1710956,249037572.4746701,933936632.9174894,7879147634.449501,2844117683.0906205,3498483962.3403506,3980346202.2444777,4717883750.974126,3341236224.0703125,3,0
349123772.44986737,853950954.3219658,2456868361.224716,2806017836.219866,2770650970.9276156,1395819966.1518598,702746919.7085245,275773309.54232824,3562207568.111893,8351208685.272335,991076744.9988937,2711459808.8315034,4618390309.920474,1661459015.7077708,2,1
544014572.2060877,71659934.25048152,398415326.38885206,2233078835.5308704,75636185.80737275,3271040750.325755,571178058.5710996,970186474.2782598,3016631189.5264187,8971436367.507135,6687798898.491145,915376797.0267452,3074476452.824244,1920141500.7930923,4,0
163530979.8498289,1094864332.7256324,1271326707.9609215,2125255170.6377556,806198165.6466551,2178500387.1115046,170308265.44000846,554066958.6735075,8000791034.59601,4952380845.100487,5527480920.364041,2797686163.616205,6860759605.904584,3999611770.916741,1,0
204433301.0012098,1401081342.4515955,1628279737.0150335,877503493.3436188,6647056698.158689,4469412407.330762,1967640990.4746814,964177774.8552567,1433398513.2869508,4790545185.295664,4364434976.280388,1960813483.9036589,5958745077.083915,3982929179.8605046,3,0
394183532.18767506,1061196693.4981686,1597655229.5988362,2390450034.6855173,946627250.9190522,398880434.7375834,594603841.2590605,785119053.8084964,1992036404.6557922,5903600047.47072,8680478395.092152,2048537181.9695203,7791534255.883257,3042623061.5460634,4,0
492083980.77617544,254531084.45860842,1151013683.5076916,324790815.16805726,8455480529.392959,2064905469.1653101,552035131.4262135,866629890.7576454,7460157199.424749,5105722404.442133,4286777072.981207,1646698757.3927915,145392717.69254944,2816938865.8894963,5,0
763471763.2693669,1633659150.2075944,1604287949.6253898,1618692477.9271696,7805887268.802842,3884229228.6926413,845661746.3589165,327222470.25102293,2552909373.7904296,1460894423.7968645,6619509091.587605,726712308.4030108,5475624571.277791,945997060.1330578,3,0
568795024.2194233,640998812.6651677,297116290.5589362,2208778119.7473345,4657916682.000812,2482785708.092697,835495266.2324017,223337145.31065825,5717428732.989456,2454557717.4812026,1510652368.9830918,3692503981.7169657,8935540320.34897,2392256245.5040607,4,0
619612564.8332088,1843705138.2430532,1972592659.8842928,2651940039.4914927,5254514945.420374,4831084737.861169,873316831.0679295,625963231.7683432,6669166339.557602,1832063253.639714,3807168629.202931,3543897954.2643814,7123920027.255909,1408071253.006081,1,1
